2008,7,31,181148.0
2008,8,1,192840.0
2008,8,4,213921.0
2008,8,5,203052.0
2008,8,6,198193.0
2008,8,7,205797.0
2008,8,8,192505.0
2008,8,11,183876.0
2008,8,12,194429.0
2008,8,13,199581.0
2008,8,14,197705.0
2008,8,15,199041.0
2008,8,18,206002.0
2008,8,19,205257.0
2008,8,20,199906.0
2008,8,21,198166.0
2008,8,22,198967.0
2008,8,25,204017.0
2008,8,26,202161.0
2008,8,27,199605.0
2008,8,28,198077.0
2008,8,29,200319.0
2008,9,2,200666.0
2008,9,3,201738.0
2008,9,4,211101.0
2008,9,5,211606.0
2008,9,8,209197.0
2008,9,9,221344.0
2008,9,10,219882.0
2008,9,11,211892.0
2008,9,12,210468.0
2008,9,15,235151.0
2008,9,16,223510.0
2008,9,17,255765.0
2008,9,18,229822.0
2008,9,19,197981.0
2008,9,22,262225.0
2008,9,23,288125.0
2008,9,24,288275.0
2008,9,25,282579.0
2008,9,26,292562.0
2008,9,29,309687.0
2008,9,30,301853.0
2008,10,1,304593.0
2008,10,2,339212.0
2008,10,3,346990.0
2008,10,6,360046.0
2008,10,7,395896.0
2008,10,8,398226.0
2008,10,9,405344.0
2008,10,10,404104.0
2008,10,13,386813.0
2008,10,14,401340.0
2008,10,15,511444.0
2008,10,16,475336.0
2008,10,17,481564.0
2008,10,20,439635.0
2008,10,21,460581.0
2008,10,22,487056.0
2008,10,23,489990.0
2008,10,24,500721.0
2008,10,27,514926.0
2008,10,28,506641.0
2008,10,29,503151.0
2008,10,30,477895.0
2008,10,31,460333.0
2008,11,3,469907.0
2008,11,4,418562.0
2008,11,5,458080.0
2008,11,6,483627.0
2008,11,7,474731.0
2008,11,10,490047.0
2008,11,11,499199.0
2008,11,12,503531.0
2008,11,13,500666.0
2008,11,14,517923.0
2008,11,17,525836.0
2008,11,18,522923.0
2008,11,19,542527.0
2008,11,20,564406.0
2008,11,21,563867.0
2008,11,24,551635.0
2008,11,25,541126.0
2008,11,26,516862.0
2008,11,28,515982.0
2008,12,1,596782.0
2008,12,2,572868.0
2008,12,3,553229.0
2008,12,4,564094.0
2008,12,5,554302.0
2008,12,8,540031.0
2008,12,9,556275.0
2008,12,10,549415.0
2008,12,11,568081.0
2008,12,12,561526.0
2008,12,15,570271.0
2008,12,16,562872.0
2008,12,17,564245.0
2008,12,18,572612.0
2008,12,19,567368.0
2008,12,22,576717.0
2008,12,23,579243.0
2008,12,24,579686.0
2008,12,26,579312.0
2008,12,29,582363.0
2008,12,30,580802.0
2008,12,31,578371.0
2009,1,2,569617.0
2009,1,5,566679.0
2009,1,6,563118.0
2009,1,7,575806.0
2009,1,8,573370.0
2009,1,9,577706.0
2009,1,12,582842.0
2009,1,13,584745.0
2009,1,14,587123.0
2009,1,15,584394.0
2009,1,16,583172.0
2009,1,20,583429.0
2009,1,21,582756.0
2009,1,22,585816.0
2009,1,23,585614.0
2009,1,26,585727.0
2009,1,27,582636.0
2009,1,28,568848.0
2009,1,29,578142.0
2009,1,30,583116.0
2009,2,2,581528.0
2009,2,3,578281.0
2009,2,4,579086.0
2009,2,5,576534.0
2009,2,6,572279.0
2009,2,9,571660.0
2009,2,10,583599.0
2009,2,11,581377.0
2009,2,12,578903.0
2009,2,13,581787.0
2009,2,17,589263.0
2009,2,18,588698.0
2009,2,19,592449.0
2009,2,20,590839.0
2009,2,23,593212.0
2009,2,24,590847.0
2009,2,25,594808.0
2009,2,26,597871.0
2009,2,27,598817.0
2009,3,2,605128.0
2009,3,3,605706.0
2009,3,4,604613.0
2009,3,5,606242.0
2009,3,6,606177.0
2009,3,9,606547.0
2009,3,10,601320.0
2009,3,11,598120.0
2009,3,12,588412.0
2009,3,13,591789.0
2009,3,16,598135.0
2009,3,17,584948.0
2009,3,18,581490.0
2009,3,19,588169.0
2009,3,20,589522.0
2009,3,23,575568.0
2009,3,24,584246.0
2009,3,25,581096.0
2009,3,26,571043.0
2009,3,27,582805.0
2009,3,30,597410.0
2009,3,31,596230.0
2009,4,1,594624.0
2009,4,2,587502.0
2009,4,3,581991.0
2009,4,6,584162.0
2009,4,7,594944.0
2009,4,8,592750.0
2009,4,9,584069.0
2009,4,13,579965.0
2009,4,14,590034.0
2009,4,15,581976.0
2009,4,16,575719.0
2009,4,17,569235.0
2009,4,20,583053.0
2009,4,21,579701.0
2009,4,22,578210.0
2009,4,23,574906.0
2009,4,24,568673.0
2009,4,27,573186.0
2009,4,28,575721.0
2009,4,29,572101.0
2009,4,30,567496.0
2009,5,1,582326.0
2009,5,4,577065.0
2009,5,5,575580.0
2009,5,6,570941.0
2009,5,7,578177.0
2009,5,8,570023.0
2009,5,11,576475.0
2009,5,12,578431.0
2009,5,13,582027.0
2009,5,14,581002.0
2009,5,15,581905.0
2009,5,18,581231.0
2009,5,19,581701.0
2009,5,20,581920.0
2009,5,21,585074.0
2009,5,22,584795.0
2009,5,26,583317.0
2009,5,27,586180.0
2009,5,28,583173.0
2009,5,29,580369.0
2009,6,1,574685.0
2009,6,2,571955.0
2009,6,3,575113.0
2009,6,4,569114.0
2009,6,5,568896.0
2009,6,8,570334.0
2009,6,9,569023.0
2009,6,10,571190.0
2009,6,11,570921.0
2009,6,12,572287.0
2009,6,15,574866.0
2009,6,16,575417.0
2009,6,17,575582.0
2009,6,18,575855.0
2009,6,19,575903.0
2009,6,22,577393.0
2009,6,23,577822.0
2009,6,24,576771.0
2009,6,25,576564.0
2009,6,26,573543.0
2009,6,29,573942.0
2009,6,30,573919.0
2009,7,1,576320.0
2009,7,2,578933.0
2009,7,6,579812.0
2009,7,7,581185.0
2009,7,8,580478.0
2009,7,9,580604.0
2009,7,10,580012.0
2009,7,13,577641.0
2009,7,14,577263.0
2009,7,15,571345.0
2009,7,16,569607.0
2009,7,17,571617.0
2009,7,20,567018.0
2009,7,21,566450.0
2009,7,22,564616.0
2009,7,23,555316.0
2009,7,24,550350.0
2009,7,27,550853.0
2009,7,28,550268.0
2009,7,29,553056.0
2009,7,30,546745.0
2009,7,31,544783.0
2009,8,3,537274.0
2009,8,4,538188.0
2009,8,5,539521.0
2009,8,6,541010.0
2009,8,7,536098.0
2009,8,10,537813.0
2009,8,11,539287.0
2009,8,12,537616.0
2009,8,13,539804.0
2009,8,14,541462.0
2009,8,17,543678.0
2009,8,18,543713.0
2009,8,19,542791.0
2009,8,20,541900.0
2009,8,21,540849.0
2009,8,24,542482.0
2009,8,25,542360.0
2009,8,26,543462.0
2009,8,27,542702.0
2009,8,28,542597.0
2009,8,31,543318.0
2009,9,1,545560.0
2009,9,2,545415.0
2009,9,3,545086.0
2009,9,4,544555.0
2009,9,8,543912.0
2009,9,9,541208.0
2009,9,10,539164.0
2009,9,11,539073.0
2009,9,14,538067.0
2009,9,15,534226.0
2009,9,16,527255.0
2009,9,17,528206.0
2009,9,18,530129.0
2009,9,21,529787.0
2009,9,22,528536.0
2009,9,23,531083.0
2009,9,24,531988.0
2009,9,25,532480.0
2009,9,28,531219.0
2009,9,29,531367.0
2009,9,30,531148.0
2009,10,1,536384.0
2009,10,2,537886.0
2009,10,5,535376.0
2009,10,6,534786.0
2009,10,7,532063.0
2009,10,8,532171.0
2009,10,9,528618.0
2009,10,12,528098.0
2009,10,13,528115.0
2009,10,14,524755.0
2009,10,15,524227.0
2009,10,16,523381.0
2009,10,19,519277.0
2009,10,20,520523.0
2009,10,21,528265.0
2009,10,22,523437.0
2009,10,23,524938.0
2009,10,26,527096.0
2009,10,27,530485.0
2009,10,28,534137.0
2009,10,29,531189.0
2009,10,30,538416.0
2009,11,2,538089.0
2009,11,3,538064.0
2009,11,4,536976.0
2009,11,5,533341.0
2009,11,6,531895.0
2009,11,9,527450.0
2009,11,10,528175.0
2009,11,11,526810.0
2009,11,12,528722.0
2009,11,13,526636.0
2009,11,16,523142.0
2009,11,17,522010.0
2009,11,18,523383.0
2009,11,19,525853.0
2009,11,20,528113.0
2009,11,23,527279.0
2009,11,24,527253.0
2009,11,25,526820.0
2009,11,27,529000.0
2009,11,30,527817.0
2009,12,1,527434.0
2009,12,2,527378.0
2009,12,3,528362.0
2009,12,4,527544.0
2009,12,7,528445.0
2009,12,8,528729.0
2009,12,9,527995.0
2009,12,10,528474.0
2009,12,11,527984.0
2009,12,14,525301.0
2009,12,15,527566.0
2009,12,16,522748.0
2009,12,17,525914.0
2009,12,18,524058.0
2009,12,21,523145.0
2009,12,22,523097.0
2009,12,23,522706.0
2009,12,24,521832.0
2009,12,28,520241.0
2009,12,29,521658.0
2009,12,30,521183.0
